variant,to,d_pos,d_neg,OAAS1,OAAS2,OAAS3,se_mean,se_std,se_p95,flatness_mean,flatness_std,flatness_p95,te_rms,mse_env,harm_ratio
POS_030,POS,16.449916083954108,16.39938371209864,2.4029459180522483,0.7439864705362682,-15.840266356053235,7.338286538671608,0.3571021243639828,7.800609469413757,0.09180810529036117,0.034216795471508576,0.14777182415127754,3.736110596303809,1.1894294227877895,0.8214703976372215
POS_006,POS,16.50776996110787,16.457247187630692,2.2929668212295136,0.7478196028820692,-15.927152173506173,7.336567572330267,0.35180632429078224,7.788520812988281,0.08950628158052039,0.0351278608730914,0.14769023656845093,3.6999627322473785,1.1470352205284133,0.8220955056892388
POS_038,POS,16.592305246464417,16.539947153582112,3.642772630302536,0.5619812606187926,-15.62899436221743,7.431011984367791,0.38825443939772863,7.936535120010376,0.11091465535547175,0.040909477757239944,0.17744342982769012,3.855250207825896,1.1765827737303456,0.8171634096680365
POS_016,POS,16.681403235081454,16.62867447612506,3.9153463329643503,0.5221934914787878,-15.630200619838256,7.458762062939299,0.38918121227691127,7.966487407684326,0.1158210502922041,0.041775768577192014,0.182716753333807,3.840500038779428,1.131383316140029,0.8172108108868177
POS_035,POS,16.84334946378495,16.78987154363313,3.9773973941078955,0.45791204538986174,-15.780920179496949,7.397336940302613,0.37621513184217176,7.8890920877456665,0.11774931953307155,0.04331227806862547,0.1876535415649414,3.740874007513049,1.151437998883214,0.8211018254177777
POS_007,POS,16.92421462943376,16.87026785672902,4.344682173058326,0.4023042006470647,-15.733470137633999,7.430470111020044,0.3832125646005962,7.931605696678162,0.12373221428957931,0.044861610975136565,0.1957252435386181,3.7616353950107433,1.1136096574609866,0.8199767469199606
POS_008,POS,16.9483510447579,16.894123144623244,4.739997987453712,0.3575537849308949,-15.605006400252414,7.443484245692543,0.3932703750356851,7.960887551307678,0.1304271610752026,0.04606379272702517,0.2029922641813755,3.8216993014798306,1.1970793764109902,0.818464923043736
POS_027,POS,16.95984390399541,16.905459089323994,4.785326174552469,0.3411783129903043,-15.599042634398167,7.4279588973272155,0.3943569043053712,7.949945330619812,0.13126755421259464,0.046459806337839575,0.20407364144921303,3.823088762274419,1.2236436828197776,0.8187748565318089
POS_034,POS,17.096721744029452,17.042329369029694,4.600307622549706,0.35438307283150133,-15.820368554243666,7.430048630536768,0.3794169621130929,7.924768328666687,0.12841647542681026,0.046599500195538185,0.20387890934944153,3.6963383823518705,1.1124706661770447,0.8216817712342166
POS_014,POS,17.155766037174345,17.10033469805563,5.366256000670353,0.21572131003054276,-15.563820655144537,7.457351836325899,0.40014131929955776,7.98909604549408,0.1407397675350801,0.049862938219047644,0.21794946491718292,3.8391636555774444,1.1148282811690287,0.8161306470660991
POS_021,POS,17.255624087245423,17.200633252369276,5.44721733116129,0.2538868474534735,-15.637072442789291,7.494781601272187,0.392801492591764,8.015596866607666,0.14295207898839685,0.04929340719746141,0.21919186413288116,3.7705625422020246,1.1613926985240306,0.8200505864054886
POS_022,POS,17.35679610148467,17.301639719483777,5.665483476238987,0.2264906523903455,-15.648616282285081,7.495090421942091,0.3923894216886174,8.009100675582886,0.14670742633068848,0.050799235144510554,0.2257976420223713,3.7549119622684413,1.2320508414573037,0.8214006438487859
POS_037,POS,17.35975602367704,17.303700572242196,5.8832478720204,0.12660337328343987,-15.548572412396162,7.486873538266116,0.4056767007830792,8.028642416000366,0.14862175471981384,0.05356778258811039,0.23327545076608658,3.8509486882249164,1.0992781795274686,0.8152907305972819
POS_012,POS,17.658425222735758,17.60171748492025,6.509890439104843,0.022249021365846153,-15.568045629205614,7.478331763423129,0.4022249962423086,8.009826898574829,0.16034633298929274,0.056548281162045674,0.2486780770123005,3.7998389720957726,1.2277435702085437,0.8198107916712175
POS_011,POS,18.0498098714558,17.991980468007707,7.404952609330353,-0.16068578747789747,-15.519455736989034,7.5246895074505336,0.4119353792808212,8.07624888420105,0.17420433790161755,0.06276128712817002,0.27302299439907074,3.8342401822593817,1.1245325599598945,0.8173508021642124
POS_023,POS,18.18192081460011,18.124534499149757,7.551346451016686,-0.1284568843848552,-15.588045538275317,7.535739620342993,0.4044878263059103,8.075214385986328,0.1781448090264896,0.062206490946276026,0.275073878467083,3.7521697805547714,1.2583719229684327,0.8216353463014225
POS_036,POS,18.206545430158688,18.148420562709248,7.750917776874947,-0.22242865098525041,-15.495583975236594,7.544252441186224,0.41620762927126814,8.10212779045105,0.17955407196138726,0.06508784807746833,0.2825169414281845,3.849076587937187,1.1033464150856132,0.8160243826750994
POS_009,POS,18.26628049419175,18.208367841165845,7.649923851992731,-0.1879546391357087,-15.626351802791492,7.517165795365899,0.4038963425201258,8.059442281723022,0.1799597461258286,0.06300383013319842,0.27810797840356827,3.729558138252527,1.1646640489041336,0.8204742432549239
POS_001,POS,18.47056970835926,18.41206128207833,8.084101231401096,-0.2897351673695946,-15.59945595183894,7.543925477396412,0.41082471394691616,8.097248315811157,0.18642564320677235,0.06618623387906111,0.2902141585946083,3.7551000685003677,1.085995384973565,0.8205738621156503
POS_002,POS,18.485441792017063,18.42678657682238,8.101058391943038,-0.3058938364190901,-15.60586721092224,7.508760977079552,0.4107294205682269,8.060606956481934,0.18694413425794837,0.06676118626216518,0.29093971103429794,3.747115056871034,1.1511538990038526,0.8206932085830442
POS_018,POS,18.674139338207322,18.615166927921496,8.57621704432062,-0.39009420057186683,-15.524002780476483,7.5393221956786,0.4182702221360744,8.100706100463867,0.19400957077503247,0.07007913291164602,0.303539901971817,3.8027923035347957,1.1367771144024104,0.8182276823550481
POS_024,POS,19.03186051580032,18.972874591691802,9.18272282010876,-0.45853333923906875,-15.54467006834552,7.571236348686123,0.420535690706023,8.134315013885498,0.20446209389291944,0.07337510601183758,0.3191555067896843,3.7641213821280357,1.2224922519183117,0.8204316181298121
POS_019,POS,19.19643528536642,19.137023733501138,9.357053991977093,-0.5200566652944062,-15.621096662274228,7.563509403705766,0.420334887043897,8.132905960083008,0.20748214902031148,0.07493805665457334,0.32444150745868683,3.7163005310251145,1.1429346703880592,0.8210556471329488
ORIGINAL,none,16.104751735049074,16.052124541492063,-2.7864083537216477,0.3509738927120427,-15.961652780442176,6.207439719295739,0.26481838447810935,6.608708143234253,0.013452433654227335,0.0077670684662081635,0.0209654844366014,3.8277532536738947,1.1636691076771495,0.9160601264597742
